"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"371","Election",885,"Dem",212,215,225,224.6,"D","Social",3,1,NA
"372","California",930,"Dem",34,31,39,60.2,"D","Social",3,1,NA
"373","Taxes",1050,"Dem",7,NA,20,14.6,"D","Social",3,1,NA
"374","Election",1049,"Dem",200,230,232,224.6,"D","Social",3,1,NA
"375","Unemployment",972,"Dem",8,5,5,4.9,"D","Social",3,1,NA
"376","Election",994,"Dem",235,240,244,224.6,"D","Social",3,1,NA
"377","California",1076,"Dem",30,45,47,60.2,"D","Social",3,1,NA
"378","California",820,"Dem",40,35,35,60.2,"D","Social",3,1,NA
"379","Election",970,"Dem",NA,328,253,224.6,"D","Social",3,1,NA
"380","Taxes",1007,"Dem",25,20,20,14.6,"D","Social",3,1,NA
"381","California",939,"Dem",35,40,32,60.2,"D","Social",3,1,NA
"382","California",1006,"Dem",15,49,51,60.2,"D","Social",3,1,NA
"383","Taxes",939,"Dem",12,13,14,14.6,"D","Social",3,1,NA
"384","Taxes",895,"Dem",21,17,12,14.6,"D","Social",3,1,NA
"385","California",1079,"Dem",44,45,44,60.2,"D","Social",3,1,NA
"386","Taxes",975,"Dem",27,23,21,14.6,"D","Social",3,1,NA
"387","Taxes",837,"Dem",22.7,18,17,14.6,"D","Social",3,1,NA
"388","Unemployment",1035,"Dem",5,5,5,4.9,"D","Social",3,1,NA
"389","California",1064,"Dem",10,27,28,60.2,"D","Social",3,1,NA
"390","California",975,"Dem",40,35,46,60.2,"D","Social",3,1,NA
"391","Unemployment",931,"Dem",7,8,6,4.9,"D","Social",3,1,NA
"392","Taxes",972,"Dem",21,24,30,14.6,"D","Social",3,1,NA
"393","Election",888,"Dem",200,240,200,224.6,"D","Social",3,1,NA
"394","Taxes",1049,"Dem",25,22,19,14.6,"D","Social",3,1,NA
"395","Taxes",1064,"Dem",25,10,40,14.6,"D","Social",3,1,NA
"396","Taxes",1035,"Dem",22,14,14,14.6,"D","Social",3,1,NA
"397","California",1050,"Dem",65,NA,57,60.2,"D","Social",3,1,NA
"398","California",830,"Dem",25,30,30,60.2,"D","Social",3,1,NA
"399","Taxes",923,"Dem",13,13,13,14.6,"D","Social",3,1,NA
"400","Taxes",1079,"Dem",23,25,24,14.6,"D","Social",3,1,NA
"401","Taxes",830,"Dem",NA,16,NA,14.6,"D","Social",3,1,NA
"402","Election",870,"Dem",200,220,220,224.6,"D","Social",3,1,NA
"403","Unemployment",975,"Dem",5,7,7,4.9,"D","Social",3,1,NA
"404","Taxes",815,"Dem",18,19,18,14.6,"D","Social",3,1,NA
"405","Election",830,"Dem",225,175,200,224.6,"D","Social",3,1,NA
"406","Election",1035,"Dem",250,155,500,224.6,"D","Social",3,1,NA
"407","California",1053,"Dem",70,30,35,60.2,"A","Social",3,1,NA
"408","Taxes",958,"Dem",40,25,22,14.6,"A","Social",3,1,NA
"409","Election",1011,"Dem",350,NA,328,224.6,"A","Social",3,1,NA
"410","Taxes",932,"Dem",25,25,25,14.6,"A","Social",3,1,NA
"411","Unemployment",915,"Dem",5,5,5,4.9,"A","Social",3,1,NA
"412","Election",973,"Dem",250,200,275,224.6,"A","Social",3,1,NA
"413","Election",1053,"Dem",10,220,200,224.6,"A","Social",3,1,NA
"414","Taxes",842,"Dem",8,27,20,14.6,"A","Social",3,1,NA
"415","Taxes",805,"Dem",32,39,27,14.6,"A","Social",3,1,NA
"416","Taxes",808,"Dem",33,35,36,14.6,"A","Social",3,1,NA
"417","Election",932,"Dem",250,251,250,224.6,"A","Social",3,1,NA
"418","Unemployment",973,"Dem",5,4,5,4.9,"A","Social",3,1,NA
"419","California",932,"Dem",40,40,45,60.2,"A","Social",3,1,NA
"420","Unemployment",941,"Dem",2,3,4,4.9,"A","Social",3,1,NA
"421","California",958,"Dem",35,51,51,60.2,"A","Social",3,1,NA
"422","Unemployment",873,"Dem",4.3,5,5,4.9,"A","Social",3,1,NA
"423","Unemployment",1011,"Dem",4,5,5,4.9,"A","Social",3,1,NA
"424","Taxes",1034,"Dem",15,20,15,14.6,"A","Social",3,1,NA
"425","California",915,"Dem",60,38,60,60.2,"A","Social",3,1,NA
"426","Taxes",1011,"Dem",10,6,6,14.6,"A","Social",3,1,NA
"427","Unemployment",804,"Dem",5,5,5,4.9,"A","Social",3,1,NA
"428","California",882,"Dem",20,25,26,60.2,"A","Social",3,1,NA
"429","Election",808,"Dem",200,215,500,224.6,"A","Social",3,1,NA
"430","Unemployment",1021,"Dem",7,5,5,4.9,"A","Social",3,1,NA
"431","Unemployment",1053,"Dem",7,7,6,4.9,"A","Social",3,1,NA
"432","California",835,"Dem",35,32,34,60.2,"A","Social",3,1,NA
"433","Unemployment",847,"Dem",7,6,5,4.9,"A","Social",3,1,NA
"434","California",1011,"Dem",40,70,70,60.2,"A","Social",3,1,NA
"435","California",842,"Dem",65,45,68,60.2,"A","Social",3,1,NA
"436","Taxes",1001,"Dem",30,39,35,14.6,"A","Social",3,1,NA
"437","Unemployment",920,"Dem",4,5,5,4.9,"A","Social",3,1,NA
"438","Election",920,"Dem",328,328,254,224.6,"A","Social",3,1,NA
"439","California",808,"Dem",42,51,55,60.2,"A","Social",3,1,NA
"440","Election",1022,"Dem",150,160,175,224.6,"A","Social",3,1,NA
"441","California",873,"Dem",51,53,56,60.2,"A","Social",3,1,NA
"442","Election",985,"Dem",198,280,270,224.6,"A","Social",3,1,NA
"443","Election",873,"Dem",220,225,226,224.6,"A","Social",3,1,NA
"444","Election",889,"Dem",157,147,160,224.6,"A","Social",3,1,NA
"445","Election",958,"Dem",400,100,9,224.6,"A","Social",3,1,NA
"446","Unemployment",1034,"Dem",18,10,5,4.9,"A","Social",3,1,NA
"447","Taxes",915,"Dem",NA,15,14,14.6,"A","Social",3,1,NA
"448","Election",805,"Dem",259,NA,225,224.6,"A","Social",3,1,NA
"449","Election",1084,"Dem",333,333,333,224.6,"A","Social",3,1,NA
"450","Taxes",993,"Dem",20.2,19.8,19.5,14.6,"A","Social",3,1,NA
"451","Election",1034,"Dem",250,75,75,224.6,"A","Social",3,1,NA
"452","Unemployment",1022,"Dem",6,7,5,4.9,"A","Social",3,1,NA
"453","Election",993,"Dem",220,200,211,224.6,"A","Social",3,1,NA
"454","Unemployment",985,"Dem",7.8,5,5,4.9,"A","Social",3,1,NA
"455","Unemployment",932,"Dem",8,6,6,4.9,"A","Social",3,1,NA
"456","California",985,"Dem",18,35,38,60.2,"A","Social",3,1,NA
"457","Taxes",1022,"Dem",15,16,20,14.6,"A","Social",3,1,NA
"458","Election",842,"Dem",125,214,200,224.6,"A","Social",3,1,NA
"459","Election",948,"Dem",145,149,149,224.6,"A","Social",3,1,NA
"460","Unemployment",948,"Dem",4.9,5,5,4.9,"A","Social",3,1,NA
"461","Election",835,"Dem",5,250,288,224.6,"A","Social",3,1,NA
"462","Unemployment",997,"Dem",30,5,5,4.9,"A","Social",3,1,NA
"463","Unemployment",1001,"Dem",5,4.9,5,4.9,"A","Social",3,1,NA
"464","Unemployment",993,"Dem",4.9,4.6,4.7,4.9,"A","Social",3,1,NA
"465","Taxes",847,"Dem",30,10,9,14.6,"A","Social",3,1,NA
"466","Taxes",803,"Dem",17,15,15,14.6,"A","Social",3,1,NA
"467","California",1070,"Dem",NA,30,57,60.2,"A","Social",3,1,NA
"468","Taxes",873,"Dem",10,12,14,14.6,"A","Social",3,1,NA
"469","Taxes",804,"Dem",8,11,11,14.6,"A","Social",3,1,NA
"470","California",1024,"Dem",45,44,46,60.2,"A","Social",3,1,NA
"471","Taxes",948,"Dem",15,15,15,14.6,"A","Social",3,1,NA
"472","Taxes",1053,"Dem",40,20,20,14.6,"A","Social",3,1,NA
"473","Taxes",973,"Dem",5,10,12,14.6,"A","Social",3,1,NA
"474","California",847,"Dem",30,30,55,60.2,"A","Social",3,1,NA
"475","California",993,"Dem",25,29,30,60.2,"A","Social",3,1,NA
"476","Unemployment",1036,"Dem",9,5,4.7,4.9,"A","Social",3,1,NA
"477","Taxes",882,"Dem",16,15,14,14.6,"A","Social",3,1,NA
"478","California",1022,"Dem",20,25,30,60.2,"A","Social",3,1,NA
"479","Unemployment",1084,"Dem",6,6,6,4.9,"A","Social",3,1,NA
"480","Taxes",984,"Dem",20,17,15,14.6,"A","Social",3,1,NA
"481","Taxes",941,"Dem",25,20,19,14.6,"A","Social",3,1,NA
"482","Taxes",1070,"Dem",13,20,23.5,14.6,"A","Social",3,1,NA
"483","California",889,"Dem",61,61,61,60.2,"A","Social",3,1,NA
"484","Election",915,"Dem",60,20,250,224.6,"A","Social",3,1,NA
"485","California",948,"Dem",16,39,39,60.2,"A","Social",3,1,NA
"486","Unemployment",1024,"Dem",5,5,5,4.9,"A","Social",3,1,NA
"487","Election",1001,"Dem",74,145,240,224.6,"A","Social",3,1,NA
"488","Taxes",835,"Dem",23,13,18,14.6,"A","Social",3,1,NA
"489","California",1034,"Dem",35,40,40,60.2,"A","Social",3,1,NA
"490","Unemployment",882,"Dem",5,4,4,4.9,"A","Social",3,1,NA
"491","Election",941,"Dem",300,250,280,224.6,"A","Social",3,1,NA
"492","Unemployment",835,"Dem",6,6,6,4.9,"A","Social",3,1,NA
"493","California",1001,"Dem",11,60,65,60.2,"A","Social",3,1,NA
"494","Election",1036,"Dem",200,300,500,224.6,"A","Social",3,1,NA
"495","Election",997,"Dem",100,200,175,224.6,"A","Social",3,1,NA
"496","California",804,"Dem",43,43,43,60.2,"A","Social",3,1,NA
"497","Taxes",985,"Dem",14,14,13,14.6,"A","Social",3,1,NA
"498","Taxes",889,"Dem",7,9,10,14.6,"A","Social",3,1,NA
"499","Election",804,"Dem",250,225,275,224.6,"A","Social",3,1,NA
"500","Unemployment",984,"Dem",7,5,5,4.9,"A","Social",3,1,NA
"501","Election",1024,"Dem",215.8,207.5,230.6,224.6,"A","Social",3,1,NA
"502","California",920,"Dem",52,64,50,60.2,"A","Social",3,1,NA
"503","Taxes",1021,"Dem",25,15,15,14.6,"A","Social",3,1,NA
"504","Unemployment",1070,"Dem",4.7,5,5,4.9,"A","Social",3,1,NA
"505","Election",1021,"Dem",0,100,150,224.6,"A","Social",3,1,NA
"506","Taxes",920,"Dem",4,14,14,14.6,"A","Social",3,1,NA
"507","Taxes",997,"Dem",35,30,27,14.6,"A","Social",3,1,NA
"508","Election",803,"Dem",50,210,215,224.6,"A","Social",3,1,NA
"509","California",973,"Dem",49,51,48,60.2,"A","Social",3,1,NA
"510","Taxes",1024,"Dem",12,13,14,14.6,"A","Social",3,1,NA
"511","Unemployment",808,"Dem",5,5,5,4.9,"A","Social",3,1,NA
"512","Taxes",1084,"Dem",17,17,17,14.6,"A","Social",3,1,NA
"513","Unemployment",842,"Dem",6,5,5,4.9,"A","Social",3,1,NA
"514","Taxes",1036,"Dem",15,12,20,14.6,"A","Social",3,1,NA
"515","California",1036,"Dem",30,35,40,60.2,"A","Social",3,1,NA
"516","California",997,"Dem",50,45,45,60.2,"A","Social",3,1,NA
"517","California",1021,"Dem",12,23,61,60.2,"A","Social",3,1,NA
"518","Election",1070,"Dem",250,NA,328,224.6,"A","Social",3,1,NA
"519","California",984,"Dem",69,48,48,60.2,"A","Social",3,1,NA
"520","Election",882,"Dem",240,220,220,224.6,"A","Social",3,1,NA
"521","Election",902,"Dem",30,280,200,224.6,"A","Social",3,1,NA
"522","Taxes",902,"Dem",76,19,20,14.6,"A","Social",3,1,NA
"523","Election",983,"Dem",300,250,227,224.6,"A","Social",3,1,NA
"524","Election",847,"Dem",180,170,160,224.6,"A","Social",3,1,NA
"525","California",902,"Dem",70,54,54,60.2,"A","Social",3,1,NA
"526","California",805,"Dem",60,62,60,60.2,"A","Social",3,1,NA
"527","Unemployment",803,"Dem",6,5,5,4.9,"A","Social",3,1,NA
"528","Election",984,"Dem",242,238,238,224.6,"A","Social",3,1,NA
"529","California",941,"Dem",25,35,38,60.2,"A","Social",3,1,NA
"530","Unemployment",902,"Dem",20,4.7,4.7,4.9,"A","Social",3,1,NA
"531","Taxes",983,"Dem",15,8,9,14.6,"A","Social",3,1,NA
"532","Unemployment",889,"Dem",5,5,5,4.9,"A","Social",3,1,NA
"533","Unemployment",983,"Dem",4.7,4.7,5,4.9,"A","Social",3,1,NA
"534","California",1084,"Dem",66,66,66,60.2,"A","Social",3,1,NA
"535","Unemployment",958,"Dem",10,5,4.8,4.9,"A","Social",3,1,NA
"536","Unemployment",805,"Dem",3.7,4.7,4.7,4.9,"A","Social",3,1,NA
"537","California",803,"Dem",40,35,36,60.2,"A","Social",3,1,NA
"538","California",983,"Dem",50,60,NA,60.2,"A","Social",3,1,NA
"539","Election",1039,"Repub",75,80,70,224.6,"A","Social",2,1,NA
"540","Taxes",1061,"Repub",26.5,24,26,14.6,"A","Social",2,1,NA
"541","California",952,"Repub",65,55,45,60.2,"A","Social",2,1,NA
"542","Election",952,"Repub",36,22,340,224.6,"A","Social",2,1,NA
"543","Unemployment",999,"Repub",5,5,5,4.9,"A","Social",2,1,NA
"544","Unemployment",952,"Repub",77,11,8,4.9,"A","Social",2,1,NA
"545","Unemployment",1099,"Repub",9,8,4.7,4.9,"A","Social",2,1,NA
"546","Election",1081,"Repub",258,NA,245,224.6,"A","Social",2,1,NA
"547","Taxes",1073,"Repub",6,20,15,14.6,"A","Social",2,1,NA
"548","California",1101,"Repub",62,56,42,60.2,"A","Social",2,1,NA
"549","Taxes",1100,"Repub",14,16,16,14.6,"A","Social",2,1,NA
"550","Taxes",999,"Repub",16,17,19,14.6,"A","Social",2,1,NA
"551","Unemployment",1095,"Repub",5,17,9,4.9,"A","Social",2,1,NA
"552","Election",1065,"Repub",2,230,235,224.6,"A","Social",2,1,NA
"553","Taxes",1045,"Repub",24,26,27,14.6,"A","Social",2,1,NA
"554","California",1099,"Repub",30,45,56,60.2,"A","Social",2,1,NA
"555","Election",1060,"Repub",150,160,200,224.6,"A","Social",2,1,NA
"556","California",1065,"Repub",15,35,50,60.2,"A","Social",2,1,NA
"557","Taxes",1095,"Repub",24,19,21,14.6,"A","Social",2,1,NA
"558","California",1061,"Repub",45,60,55,60.2,"A","Social",2,1,NA
"559","Election",1100,"Repub",178,178,178,224.6,"A","Social",2,1,NA
"560","Election",992,"Repub",NA,NA,15.825,224.6,"A","Social",2,1,NA
"561","Unemployment",1082,"Repub",76,76,76,4.9,"A","Social",2,1,NA
"562","Taxes",1039,"Repub",25,20,21,14.6,"A","Social",2,1,NA
"563","California",1095,"Repub",48,39,56,60.2,"A","Social",2,1,NA
"564","Taxes",1090,"Repub",19,24.5,26.3,14.6,"A","Social",2,1,NA
"565","California",982,"Repub",25,26,24,60.2,"A","Social",2,1,NA
"566","California",1040,"Repub",52,51,45,60.2,"A","Social",2,1,NA
"567","Unemployment",992,"Repub",NA,5,5,4.9,"A","Social",2,1,NA
"568","Unemployment",1065,"Repub",8,8,8,4.9,"A","Social",2,1,NA
"569","Election",1099,"Repub",350,275,325,224.6,"A","Social",2,1,NA
"570","California",1091,"Repub",38,38,38,60.2,"A","Social",2,1,NA
"571","Taxes",1092,"Repub",23,NA,33,14.6,"A","Social",2,1,NA
"572","Taxes",1047,"Repub",10,10,15,14.6,"A","Social",2,1,NA
"573","Taxes",1005,"Repub",29,22,21.3,14.6,"A","Social",2,1,NA
"574","Unemployment",1100,"Repub",4.8,4.8,5,4.9,"A","Social",2,1,NA
"575","Election",1082,"Repub",10,100,100,224.6,"A","Social",2,1,NA
"576","Election",954,"Repub",140,200,220,224.6,"A","Social",2,1,NA
"577","Taxes",1065,"Repub",2,3,3,14.6,"A","Social",2,1,NA
"578","Unemployment",1052,"Repub",20,15,12.3,4.9,"A","Social",2,1,NA
"579","California",1045,"Repub",39,41,42,60.2,"A","Social",2,1,NA
"580","California",1060,"Repub",45,48,49,60.2,"A","Social",2,1,NA
"581","Unemployment",1045,"Repub",7,7,7,4.9,"A","Social",2,1,NA
"582","California",1073,"Repub",NA,NA,69,60.2,"A","Social",2,1,NA
"583","Election",1052,"Repub",510,342,242,224.6,"A","Social",2,1,NA
"584","Unemployment",982,"Repub",5,5,5,4.9,"A","Social",2,1,NA
"585","Unemployment",1061,"Repub",42,12,12,4.9,"A","Social",2,1,NA
"586","Election",1092,"Repub",NA,290,227,224.6,"A","Social",2,1,NA
"587","California",1052,"Repub",75,57,56,60.2,"A","Social",2,1,NA
"588","Election",1101,"Repub",308,256,203,224.6,"A","Social",2,1,NA
"589","Taxes",1082,"Repub",57,57,57,14.6,"A","Social",2,1,NA
"590","California",1082,"Repub",47,47,47,60.2,"A","Social",2,1,NA
"591","Taxes",982,"Repub",40,35,35,14.6,"A","Social",2,1,NA
"592","Taxes",1052,"Repub",25,30,22,14.6,"A","Social",2,1,NA
"593","Unemployment",1071,"Repub",6,7,6,4.9,"A","Social",2,1,NA
"594","Unemployment",1005,"Repub",22,5,NA,4.9,"A","Social",2,1,NA
"595","Taxes",1099,"Repub",25,14,13,14.6,"A","Social",2,1,NA
"596","California",992,"Repub",NA,6.5,6.5,60.2,"A","Social",2,1,NA
"597","Election",950,"Repub",180,200,200,224.6,"A","Social",2,1,NA
"598","Unemployment",1090,"Repub",68,6.5,4.8,4.9,"A","Social",2,1,NA
"599","Election",1061,"Repub",0,250,230,224.6,"A","Social",2,1,NA
"600","Unemployment",1060,"Repub",23,20,18,4.9,"A","Social",2,1,NA
"601","Election",1047,"Repub",100,175,150,224.6,"A","Social",2,1,NA
"602","Unemployment",1039,"Repub",4,4.7,5,4.9,"A","Social",2,1,NA
"603","Unemployment",1046,"Repub",5,6,5,4.9,"A","Social",2,1,NA
"604","Election",978,"Repub",158,140,205,224.6,"A","Social",2,1,NA
"605","California",1039,"Repub",45,30,47,60.2,"A","Social",2,1,NA
"606","Taxes",955,"Repub",NA,30,38,14.6,"A","Social",2,1,NA
"607","Unemployment",954,"Repub",23,16,8,4.9,"A","Social",2,1,NA
"608","Taxes",956,"Repub",24.7,24,23,14.6,"A","Social",2,1,NA
"609","Election",1057,"Repub",376,294,274,224.6,"A","Social",2,1,NA
"610","California",1081,"Repub",NA,9,8,60.2,"A","Social",2,1,NA
"611","California",1067,"Repub",46,42,20,60.2,"A","Social",2,1,NA
"612","California",1092,"Repub",12,7,55,60.2,"A","Social",2,1,NA
"613","Unemployment",1047,"Repub",12,12,12,4.9,"A","Social",2,1,NA
"614","California",1100,"Repub",38,38,38,60.2,"A","Social",2,1,NA
"615","California",1047,"Repub",40,45,45,60.2,"A","Social",2,1,NA
"616","Election",1046,"Repub",281,245,248,224.6,"A","Social",2,1,NA
"617","California",978,"Repub",83,58,55,60.2,"A","Social",2,1,NA
"618","Election",1071,"Repub",175,180,180,224.6,"A","Social",2,1,NA
"619","Election",982,"Repub",200,120,20,224.6,"A","Social",2,1,NA
"620","California",1005,"Repub",58,63,NA,60.2,"A","Social",2,1,NA
"621","Election",1073,"Repub",198,NA,15.8,224.6,"A","Social",2,1,NA
"622","Unemployment",1057,"Repub",5,5,5,4.9,"A","Social",2,1,NA
"623","California",1057,"Repub",38,43,42,60.2,"A","Social",2,1,NA
"624","Taxes",992,"Repub",60,70,NA,14.6,"A","Social",2,1,NA
"625","Taxes",952,"Repub",32,22,23,14.6,"A","Social",2,1,NA
"626","Taxes",1091,"Repub",22,22,22,14.6,"A","Social",2,1,NA
"627","Election",999,"Repub",247,244,244,224.6,"A","Social",2,1,NA
"628","Taxes",954,"Repub",25,18,23,14.6,"A","Social",2,1,NA
"629","Unemployment",1091,"Repub",8,4.6,5,4.9,"A","Social",2,1,NA
"630","Taxes",1046,"Repub",15,24,23,14.6,"A","Social",2,1,NA
"631","Unemployment",963,"Repub",5.5,5,5,4.9,"A","Social",2,1,NA
"632","Unemployment",1067,"Repub",4.7,5,4,4.9,"A","Social",2,1,NA
"633","California",1071,"Repub",60,60,61,60.2,"A","Social",2,1,NA
"634","Election",1095,"Repub",187,168,155,224.6,"A","Social",2,1,NA
"635","Election",955,"Repub",250,367,367,224.6,"A","Social",2,1,NA
"636","Taxes",1101,"Repub",19.2,17.4,19,14.6,"A","Social",2,1,NA
"637","Unemployment",1073,"Repub",4.7,5,5,4.9,"A","Social",2,1,NA
"638","Election",1045,"Repub",375,315,290,224.6,"A","Social",2,1,NA
"639","California",956,"Repub",53,51,52,60.2,"A","Social",2,1,NA
"640","Taxes",1060,"Repub",26,18,19.5,14.6,"A","Social",2,1,NA
"641","California",999,"Repub",37,36,34,60.2,"A","Social",2,1,NA
"642","Unemployment",978,"Repub",7,8,9,4.9,"A","Social",2,1,NA
"643","California",1041,"Repub",15,6,6,60.2,"A","Social",2,1,NA
"644","Taxes",978,"Repub",33,35,29,14.6,"A","Social",2,1,NA
"645","Taxes",1071,"Repub",23,15,12,14.6,"A","Social",2,1,NA
"646","Taxes",1067,"Repub",18,17,18,14.6,"A","Social",2,1,NA
"647","Unemployment",1092,"Repub",4.7,5,5,4.9,"A","Social",2,1,NA
"648","California",1090,"Repub",78,62,73,60.2,"A","Social",2,1,NA
"649","Unemployment",950,"Repub",6,5,5,4.9,"A","Social",2,1,NA
"650","Taxes",950,"Repub",20,28,35,14.6,"A","Social",2,1,NA
"651","Unemployment",1101,"Repub",56,42,31,4.9,"A","Social",2,1,NA
"652","Election",1040,"Repub",2,110,175,224.6,"A","Social",2,1,NA
"653","Election",1091,"Repub",200,600,20,224.6,"A","Social",2,1,NA
"654","Taxes",1081,"Repub",NA,15,15,14.6,"A","Social",2,1,NA
"655","California",1046,"Repub",55,52,52,60.2,"A","Social",2,1,NA
"656","Unemployment",1041,"Repub",4,4,4,4.9,"A","Social",2,1,NA
"657","Taxes",1041,"Repub",20,19,21,14.6,"A","Social",2,1,NA
"658","Election",1067,"Repub",27,74.6,75,224.6,"A","Social",2,1,NA
"659","Election",1041,"Repub",350,245,325,224.6,"A","Social",2,1,NA
"660","Taxes",1057,"Repub",20,18,19,14.6,"A","Social",2,1,NA
"661","California",950,"Repub",50,55,55,60.2,"A","Social",2,1,NA
"662","California",954,"Repub",42,42,42,60.2,"A","Social",2,1,NA
"663","California",955,"Repub",NA,10,10,60.2,"A","Social",2,1,NA
"664","Unemployment",1040,"Repub",28,23,24,4.9,"A","Social",2,1,NA
"665","California",963,"Repub",60,59,60,60.2,"A","Social",2,1,NA
"666","Unemployment",1081,"Repub",5,4,4,4.9,"A","Social",2,1,NA
"667","Taxes",963,"Repub",17,18,19,14.6,"A","Social",2,1,NA
"668","Unemployment",956,"Repub",5,5,5,4.9,"A","Social",2,1,NA
"669","Unemployment",955,"Repub",4.9,4.9,4.9,4.9,"A","Social",2,1,NA
"670","Election",956,"Repub",320,248,392,224.6,"A","Social",2,1,NA
"671","Election",963,"Repub",200,199,193,224.6,"A","Social",2,1,NA
"672","Election",1005,"Repub",78.3,109.8,204.3,224.6,"A","Social",2,1,NA
"673","Taxes",1040,"Repub",29,28,26,14.6,"A","Social",2,1,NA
"674","Election",1090,"Repub",168,9,7.5,224.6,"A","Social",2,1,NA
"675","Taxes",649,"Repub",12,18,18,14.6,"A","Social",3,1,NA
"676","Unemployment",749,"Repub",8,4.6,9,4.9,"A","Social",3,1,NA
"677","Election",761,"Repub",300,250,200,224.6,"A","Social",3,1,NA
"678","California",946,"Repub",70,16,18,60.2,"A","Social",3,1,NA
"679","Election",891,"Repub",400,400,400,224.6,"A","Social",3,1,NA
"680","Taxes",749,"Repub",26,NA,9,14.6,"A","Social",3,1,NA
"681","Unemployment",784,"Repub",25,5,6,4.9,"A","Social",3,1,NA
"682","Unemployment",748,"Repub",28,21,20,4.9,"A","Social",3,1,NA
"683","Taxes",946,"Repub",24,23,23.3,14.6,"A","Social",3,1,NA
"684","Election",669,"Repub",159,250,270,224.6,"A","Social",3,1,NA
"685","Election",641,"Repub",3.5e+08,4.9e+08,500,224.6,"A","Social",3,1,NA
"686","Unemployment",641,"Repub",10,5,7,4.9,"A","Social",3,1,NA
"687","Taxes",782,"Repub",24,7,7.5,14.6,"A","Social",3,1,NA
"688","Taxes",940,"Repub",20,40,39,14.6,"A","Social",3,1,NA
"689","California",716,"Repub",42,43,50,60.2,"A","Social",3,1,NA
"690","California",748,"Repub",60,61,59,60.2,"A","Social",3,1,NA
"691","Election",784,"Repub",320,293,150,224.6,"A","Social",3,1,NA
"692","Taxes",641,"Repub",25,25,25,14.6,"A","Social",3,1,NA
"693","Election",749,"Repub",2.2,100,NA,224.6,"A","Social",3,1,NA
"694","Taxes",839,"Repub",21,23,23,14.6,"A","Social",3,1,NA
"695","California",761,"Repub",45,47,43,60.2,"A","Social",3,1,NA
"696","Taxes",871,"Repub",20,12,12,14.6,"A","Social",3,1,NA
"697","Election",649,"Repub",189,389,289,224.6,"A","Social",3,1,NA
"698","Unemployment",667,"Repub",14,4.7,5,4.9,"A","Social",3,1,NA
"699","California",784,"Repub",42,52,38,60.2,"A","Social",3,1,NA
"700","Unemployment",940,"Repub",5,5,5,4.9,"A","Social",3,1,NA
"701","Election",782,"Repub",200,190,220,224.6,"A","Social",3,1,NA
"702","Election",878,"Repub",564,34,35,224.6,"A","Social",3,1,NA
"703","California",701,"Repub",3,6.5,6,60.2,"A","Social",3,1,NA
"704","California",940,"Repub",30,41,44,60.2,"A","Social",3,1,NA
"705","Unemployment",669,"Repub",4,4,4,4.9,"A","Social",3,1,NA
"706","California",891,"Repub",51,53,53,60.2,"A","Social",3,1,NA
"707","Taxes",701,"Repub",12,12,7,14.6,"A","Social",3,1,NA
"708","Unemployment",780,"Repub",4.7,5,5,4.9,"A","Social",3,1,NA
"709","Election",839,"Repub",289,NA,880,224.6,"A","Social",3,1,NA
"710","Taxes",659,"Repub",32,33,31,14.6,"A","Social",3,1,NA
"711","California",649,"Repub",45,7,7,60.2,"A","Social",3,1,NA
"712","Taxes",667,"Repub",19,20,20,14.6,"A","Social",3,1,NA
"713","Unemployment",880,"Repub",18,10,9,4.9,"A","Social",3,1,NA
"714","Election",650,"Repub",200,100,150,224.6,"A","Social",3,1,NA
"715","Taxes",626,"Repub",14,14,13,14.6,"A","Social",3,1,NA
"716","California",669,"Repub",35,20,60,60.2,"A","Social",3,1,NA
